Seite,* / 0,u,k,"Ansetzung Person (Name, Vn; Zusätze)",Lebensdaten (Brümmer) (JJJJ-JJJJ) ,PND,Lebensdaten aus PND (DNB),andere Quellen,Anmerkungen
122,*,,,"Aeberly, Rudolf",1859-,"117762504;
180122088",1859-
123,*,,,"Ackermann, Friedrich Adolf; Pseud. Klaus Hornbostel, Fritz Freese, Adolf Feldmann, A. Mansfeld",1837-,"11600584X;
181460637;
126812411;
109476468",1837-1903 
123,*,,,"Adam, Karl; Pseud. Adam Kappert",1876-,"188326618;
188264698;
116006846",1876-1944 
124,*,,,"Adolph, Karl",1869-,"129772232;
123217687",1869-1931 
124,*,,,"Ahues, Adele",1882-,"127540415;
159477115;
126936625;
182248917"
124,*,u,,"Ahrens, F. G.; Pseud. Walter Brügge",1880-,127416072,NO
125,*,,,"Albrecht, Florian",1870-,"12684156X;
159252148",NO
125,,,k,"Albrecht, Maria; Pseud. Maria Hellmuth"
125,*,,,"Albrecht, Paul; Pseud. Hans Hardt",1863-,"130847577;
111727839",1863- 
126,*,,,"Alisat, Carlo Alfred Theodor",1876-,"180169300;
11776115X",NO
126,,,k,"Allihn, Max",1841-1910
126,*,,,"Alscher, Otto",1880-,"116010355;
174745850",1880-1945 
127,s.d.,,,"Alsen, Karl von; Pseud. für Bernhard Hieronymus Esmarch",,116299509
127,*,,,"Angel, Walter",1883-,"180184954;
116310367",1883-1954 
127,*,,,"Anger, Gilbert",1862-,"117762695;
180185640",1862-1913 
128,,,k,"Anger, Siegfried",1837-1911
128,s.d.,u,,"Anker, Fritz; Pseud. für Gottlob Schrenk",,143604643
128,0,,,"Arndt, Pauline",NO,138520151,1833-1915 
128,*,,,"Arndts, Friedrich Wilhelm",1808-1895,180198866,NO
129,0,,,"Artens, Viktor von; Pseud. Max Viktor",1857-1910,"117766305;
159220327;
179328999",1857-1910 ,,Status des Lexikoneintrags nicht lesbar - Druckausgabe abgleichen!
129,*,,,"Arthu, Georg",1889-,117766313,1899- ,,Status des Lexikoneintrags nicht lesbar - Druckausgabe abgleichen!
129,*,,,"Aßmann, Willi; Pseud. Rudolf Burghaller",1872-,"104633662;
126876754;
180562649",NO
129,*,,,"Atlas, Martin",1878-,"116375647;
180235931",1878-
129,*,,,"Attems, Sophie Gräfin; geb. Gräfin Hartig",1862-,116375744,1862- 
130,*,,,"Attenhofer, Adolf",1879-,"116375817;
186651597",1879-1950 
130,*,,,"Aulke, Heinrich Anton",1887-,"116382368;
189462051,
174721994",1887-1974 
130,*,,,"Aumüller, Fritz",1849-,"117765015;
157609871",1849- 
131,*,,,"Babilotte, Arthur",1887-,101194749,NO
131,,,k,"Bach, Friedrich",1817-1866
131,0,,,"Bäcker, Hermann; Pseud. H. Ewart",1867-,117766917,1867-1928 
132,s.d.,,,"Bairau, Hans von; Pseud. für Johann Schmiederer",,140782583
132,*,,,"Barchan, Paul; eig. Pawel Abramowitsch",1876-,116052317,1876- 
133,*,,,"Bartzsch, Elisabeth",1877-,117767824,1877- 
133,0,,,"Batz, Philipp; Pseud. P. M. Mainländer",1841-1876,"119130181;
186651392",1841-1876 
